System ID,UPC,EAN,Custom SKU,Manufact. SKU,Category,Description,Stock,Sold,Subtotal,Discounts,Subtotal w/ Discounts,Total,Cost,Profit,Margin
210000000010,,,,,Labour,MENS Black City Cyclery DRI-BLEND BLACK/WHITE MEDIUM,0,1,$25.00,$0.00,$25.00,$28.25,$10.00,$15.00,60%
210000000064,,,Bronze tune,,Product,Bike Wash Bolt Tighten,0,119,"$4,165.00",$0.00,"$4,165.00","$4,706.45",$0.00,"$4,165.00",100%
210000000065,,,Front Hub Service,Hub Service,Labour,Grease Front Hub,0,7,$195.00,$0.00,$195.00,$220.35,$0.00,$195.00,100%
210000000066,,,,,Labour,Adjust Front Hub Cones,0,4,$45.00,$0.00,$45.00,$50.85,$0.00,$45.00,100%
210000000071,,,Rear Hub Service,Hub Service,Labour,Grease Rear Hub,0,53,"$1,545.00",$0.00,"$1,545.00","$1,745.85",$0.00,"$1,545.00",100%
210000000072,,,,,Labour,Adjust Rear Hub Cones,0,12,$205.00,$0.00,$205.00,$231.65,$0.00,$205.00,100%
210000000073,,,,,Labour,Install New Bearings *Caged*,0,1,$20.00,$0.00,$20.00,$22.60,$0.00,$20.00,100%
210000000076,,,,,Labour,Install Loose Bearings In FHB,0,2,$20.00,$0.00,$20.00,$22.60,$0.00,$20.00,100%
210000000077,,,,,Labour,"Overhaul *Clean, Grease, Adjust, Install Bearings*",0,2,$80.00,$0.00,$80.00,$90.40,$0.00,$80.00,100%
210000000078,,,,,Labour,Grease BB *Sealed Cartridge*,0,1,$30.00,$0.00,$30.00,$33.90,$0.00,$30.00,100%
210000000079,,,,,Labour,Install Sealed BB *Sealed Cartridge*,0,62,"$1,850.00",$0.00,"$1,850.00","$2,090.50",$0.00,"$1,850.00",100%
210000000080,,,,,Labour,Install *Caged Bearings*,0,2,$50.00,$0.00,$50.00,$56.50,$0.00,$50.00,100%
210000000081,,,,,Labour,Install *Loose Bearings*,0,6,$120.00,$0.00,$120.00,$135.60,$0.00,$120.00,100%
210000000082,,,,,Labour,Install Press Fit BB,0,7,$255.00,$0.00,$255.00,$288.15,$0.00,$255.00,100%
210000000083,,,,,Labour,Install Headset,0,4,$100.00,$0.00,$100.00,$113.00,$0.00,$100.00,100%
210000000086,,,,,Labour,Adjust Headset,0,7,$100.00,$0.00,$100.00,$113.00,$0.00,$100.00,100%
210000000087,,,,,Labour,Adjust Front *V-Brake*,0,108,"$1,757.50",$0.00,"$1,757.50","$1,985.98",$0.00,"$1,757.50",100%
210000000088,,,,,Labour,Adjust Rear *V-Brake*,0,119,"$1,942.50",$0.00,"$1,942.50","$2,195.03",$0.00,"$1,942.50",100%
210000000089,,,,,Labour,Adjust Front *Disk Brake*,0,45,$955.00,$0.00,$955.00,"$1,079.15",$0.00,$955.00,100%
210000000090,,,,,Labour,Adjust Rear *Disk Brake*,0,48,$990.00,$0.00,$990.00,"$1,118.70",$0.00,$990.00,100%
210000000091,,,,,Labour,Install V-Brake *Front/Rear*,0,6,$115.00,$0.00,$115.00,$129.95,$0.00,$115.00,100%
210000000092,,,,,Labour,Install Mechanical Brake *Front/Rear*,0,6,$170.00,$0.00,$170.00,$192.10,$0.00,$170.00,100%
210000000093,,,,,Labour,True Rotor,0,20,$315.00,$0.00,$315.00,$355.96,$0.00,$315.00,100%
210000000094,,,,,Labour,Adjust Hydraulic Brakes,0,4,$60.00,$0.00,$60.00,$67.80,$0.00,$60.00,100%
210000000095,,,,,Labour,Bleed Hydraulic Brake,0,106,"$3,416.00",$0.00,"$3,416.00","$3,860.08",$0.00,"$3,416.00",100%
210000000096,,,,,Labour,Flush Hydraulic Brake,0,1,$15.00,$0.00,$15.00,$16.95,$0.00,$15.00,100%
210000000097,,,,,Labour,Install Hydraulic Brake *Front/Rear*,0,7,$202.50,$0.00,$202.50,$228.83,$0.00,$202.50,100%
210000000098,,,,,Labour,Install Hydraulic *Hoses/Fittings/Bleed*,0,2,$80.00,$0.00,$80.00,$90.40,$0.00,$80.00,100%
210000000099,,,,,Labour,Adjust Rear Derailleur,0,215,"$3,895.00",$0.00,"$3,895.00","$4,401.35",$0.00,"$3,895.00",100%
210000000100,,,,,Labour,Install Rear Derailleur,0,21,$530.00,$3.00,$527.00,$595.51,$0.00,$527.00,100%
210000000101,,,,,Labour,Hanger True,0,91,"$2,190.00",$0.00,"$2,190.00","$2,474.70",$0.00,"$2,190.00",100%
210000000104,,,,,Labour,Adjust Front Derailleur,0,68,"$1,210.00",$0.00,"$1,210.00","$1,367.30",$0.00,"$1,210.00",100%
210000000105,,,,,Labour,Install Front Derailleur,0,4,$105.00,$0.00,$105.00,$118.65,$0.00,$105.00,100%
210000000109,,,,,Labour,Install Brake Cable,0,4,$40.00,$0.00,$40.00,$45.20,$0.00,$40.00,100%
210000000110,,,,,Labour,Install Shifter Cable,0,5,$50.00,$0.00,$50.00,$56.50,$0.00,$50.00,100%
210000000115,,,,,Labour,Install Mountain Crank *Set*,0,2,$60.00,$0.00,$60.00,$67.80,$0.00,$60.00,100%
210000000116,,,,,Labour,Install Road Crank *Set*,0,1,$30.00,$0.00,$30.00,$33.90,$0.00,$30.00,100%
210000000117,,,,,Labour,Install Non-Drive Side Crank Arm,0,3,$35.00,$0.00,$35.00,$39.55,$0.00,$35.00,100%
210000000118,,,,,Labour,Install Pedals,0,2,$20.00,$0.00,$20.00,$22.60,$0.00,$20.00,100%
210000000119,,,,,Labour,Install Suspension Fork,0,1,$35.00,$0.00,$35.00,$39.55,$0.00,$35.00,100%
210000000120,,,,,Labour,Install Rigid Fork,0,1,$35.00,$0.00,$35.00,$39.55,$0.00,$35.00,100%
210000000124,,,,,Labour,Install Tire,0,363,"$3,532.00",$0.00,"$3,532.00","$3,991.16",$0.00,"$3,532.00",100%
210000000125,,,,,Labour,Install Tube,0,824,"$7,470.00",$0.00,"$7,470.00","$8,441.10",$0.00,"$7,470.00",100%
210000000126,,,,,Labour,Install Multi-Speed Chain,0,74,"$2,194.00",$0.00,"$2,194.00","$2,479.22",$0.00,"$2,194.00",100%
210000000127,,,,,Labour,Install Single Speed Chain,0,18,$290.00,$0.00,$290.00,$327.70,$0.00,$290.00,100%
210000000129,,,,,Labour,Install Chainring,0,2,$40.00,$0.00,$40.00,$45.20,$0.00,$40.00,100%
210000000130,,,,,Labour,True Front Wheel,0,78,"$1,980.00",$0.00,"$1,980.00","$2,237.40",$0.00,"$1,980.00",100%
210000000131,,,,,Labour,True Rear Wheel,0,263,"$8,000.00",$0.00,"$8,000.00","$9,040.00",$0.00,"$8,000.00",100%
210000000135,,,,,Labour,Install Brake Pads,0,3,$40.00,$0.00,$40.00,$45.20,$0.00,$40.00,100%
210000000141,,,,,Labour,Front Hydraulic Rebuild,0,1,$50.00,$0.00,$50.00,$56.50,$0.00,$50.00,100%
210000000145,,,,,Labour,Bike Packing/Boxing,0,8,$480.00,$0.00,$480.00,$542.40,$0.00,$480.00,100%
210000000147,58817004056,,160070,,Product,16 X 1.75-2.125 SV(35) TUBE,23,15,$100.00,$0.00,$100.00,$113.00,$37.50,$62.50,62.50%
210000000148,58817004100,,160130,,Product,20 X 1.75-2.125 SV(35) TUBE,1,9,$63.00,$0.00,$63.00,$71.19,$27.00,$36.00,57.14%
210000000149,58817994685,,160130-04,,Product,20 X 2.125-2.30 SV(35) TUBE,0,9,$63.00,$0.00,$63.00,$71.19,$27.00,$36.00,57.14%
210000000150,58817004148,,160190,,Product,24 X 1.9-2.125 SV(35) TUBE,1,7,$49.00,$0.00,$49.00,$55.37,$21.00,$28.00,57.14%
210000000151,58817004162,,160230,,Product,26 X 1-1/4-1-3/8 SV(35) TUBE ~,0,19,$117.00,$0.00,$117.00,$132.21,$57.00,$60.00,51.28%
210000000152,58817244759,,160308,,Product,26 X 1.50-1.75 (35) TUBE   ~,0,6,$42.00,$0.00,$42.00,$47.46,$19.50,$22.50,53.57%
210000000153,58817004193,,160310,,Product,26 X 1.50-2.25 (SV)35 TUBE,0,1,$7.00,$0.00,$7.00,$7.91,$3.25,$3.75,53.57%
210000000155,58817693694,,160322,,Product,29 X 1.90-2.30 PV(48) TUBE,0,5,$45.00,$0.00,$45.00,$50.85,$22.50,$22.50,50%
210000000157,58817503689,,160342-01,,Product,700 X 18-20 PV(48) TUBE,0,2,$14.00,$0.00,$14.00,$15.82,$7.00,$7.00,50%
210000000158,58817658099,,160365,,Product,650 X 18-23C PV(48) TUBE,0,2,$14.00,$0.00,$14.00,$15.82,$7.00,$7.00,50%
210000000160,58817823183,,160410-01,58817004247,Product,700 X 28-32 PV(48) TUBE,-6,54,$401.00,$4.00,$397.00,$448.61,$189.00,$208.00,52.39%
210000000172,4026495673778,,166118-03,,Product,SWB RAPID ROB KG SBC 29x2.25W,1,14,$448.00,$0.00,$448.00,$506.24,$224.00,$224.00,50%
210000000179,58817931635,,171001-01,,Product,49N DLX HANDLEBAR BOTTLE CAGE,14,17,$330.00,$22.00,$308.00,$348.04,$137.34,$170.66,55.41%
210000000180,883466011267,,171206-01,,Product,UNI SUPERTOURIST DX W/DISC,2,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
210000000181,768661117535,,171213,,Product,SUPER TOURIST RACK DX,0,2,$139.98,$7.00,$132.98,$150.27,$70.00,$62.98,47.36%
210000000183,58817374975,,171332,,Product,TRANSIT TUBULAR RACK BLK,0,1,$36.99,$0.00,$36.99,$41.80,$18.50,$18.49,49.99%
210000000189,58817934254,,173626-01,,Product,49N LOCK-DOWN PRFRMNC MTB GRIP,2,28,$605.00,$1.76,$603.24,$681.66,$308.00,$295.24,48.94%
210000000190,58817985638,,173628-03,,Product,49N DLX LOCK-DWN ERGO GRIP,-11,41,$914.00,$19.65,$894.35,"$1,010.61",$437.50,$456.85,51.08%
210000000200,696260037704,,174100-05,,Product,LIZSKI DSP 2.5 TAPE - GREEN,0,1,$63.99,$0.00,$63.99,$72.31,$32.00,$31.99,49.99%
210000000202,696260037568,,174100-07,,Product,LIZSKI DSP 2.5 TAPE - NEO PINK,0,1,$63.99,$0.00,$63.99,$72.31,$32.00,$31.99,49.99%
210000000209,696260037438,,174100-15,,Product,LIZSKI DSP 2.5 TAPE - SKY B,-1,2,$95.99,$0.00,$95.99,$108.47,$64.00,$31.99,33.33%
210000000211,58817931659,,174231-01,,Product,49N DLX CORK BAR TAPE - BLACK,2,21,$406.00,$2.70,$403.30,$455.73,$180.75,$222.55,55.18%
210000000214,58817160219,,174409-01,,Product,"49N DLX DBL LEG K-STND 24-29""",0,15,$785.00,$0.00,$785.00,$887.05,$367.50,$417.50,53.18%
210000000215,58817042911,,175001-04,,Product,49N ZOONIMAL LED LIGHT -PANDA,1,1,$0.00,$0.00,$0.00,$0.00,$15.00,-$15.00,
210000000220,764459234958,,176271,,Product,MOUNTAIN MIRRYCLE MIRROR,0,2,$59.98,$0.00,$59.98,$67.78,$26.50,$33.48,55.82%
210000000221,768661115135,,176303,,Product,JOEBLOW SPRINT FLOOR PUMP,0,1,$60.00,$0.00,$60.00,$67.80,$45.00,$15.00,25%
210000000226,851061001624,,183410-01,,Product,ROAD MACHINE | SMART,0,2,$800.00,$0.00,$800.00,$904.00,$650.00,$150.00,18.75%
210000000228,851061001150,,183520-01,,Product,QR TRAINER SKEWER,-1,1,$14.99,$0.00,$14.99,$16.94,$7.50,$7.49,49.97%
210000000229,4715910000786,,250186-01,jagbcssmtn,Product,JAG MTN SPRT SLK SS BRK 100PCS,-7,251,"$1,200.60",$2.30,"$1,198.30","$1,354.11",$982.40,$215.90,18.02%
210000000230,4715910000809,,250186-02,jagbcss,Product,JAG RD SPRT SLK SS BRK 100PCS,0,139,$677.56,$0.00,$677.56,$765.65,"$2,172.16","-$1,494.60",-220.59%
210000000231,4715910019238,,250191-01,jagbh,Product,JAG SPT CGX-SL BRK OUT 50M BLK,-14,515,$495.00,$1.04,$493.96,$558.20,$257.50,$236.46,47.87%
210000000232,4717592013887,,250275-01,,Product,TEKTRO RL570 CX LVR 26MM BLK,0,2,$51.98,$0.00,$51.98,$58.74,$26.00,$25.98,49.98%
210000000233,4717592022742,,250275-02,,Product,TEKTRO RL570 CX LVR 24MM BLK,1,2,$55.99,$0.00,$55.99,$63.27,$26.00,$29.99,53.56%
210000000234,4717592009637,,250280-01,,Product,TEKTRO RL721 TOP LEVER 31.8MM,1,1,$33.99,$0.00,$33.99,$38.41,$17.00,$16.99,49.99%
210000000238,58817214127,,250381-02,,Product,TEKTRO R525 39-51MM BLK RR,0,1,$41.99,$0.00,$41.99,$47.45,$21.00,$20.99,49.99%
210000000241,4717592021981,,250397-02,,Product,TRP SPYRE FM MECH DSC CLPR BLK,0,2,$99.60,$0.00,$99.60,$112.55,$99.60,$0.00,0%
210000000242,4715910018859,,jagbrake,250677-02,Product,JAG MTN SPRT V-BRK PADS set,0,9,$72.00,$0.00,$72.00,$81.36,$36.00,$36.00,50%
210000000255,4715575126135,,251251-05,,Product,KMC MISSINGLINK 9R SILVER 6PRS,1,4,$20.00,$0.00,$20.00,$22.60,$10.00,$10.00,50%
210000000262,641300600127,,252980-05,,Product,CRABRO PREMIUM CLEATS MTB,7,5,$179.95,$0.00,$179.95,$203.35,$107.50,$72.45,40.26%
210000000263,657993061497,,253028-01,,Product,WELLGO 98A REPLACEMENT CLEATS,6,5,$99.99,$0.00,$99.99,$112.99,$42.50,$57.49,57.50%
210000000264,58817211003,,253038-01,,Product,WELLGO C016 FLAT PEDAL SIL,0,1,$21.99,$0.00,$21.99,$24.85,$11.00,$10.99,49.98%
210000000265,58817931390,,253040-01,,Product,49N STRAPLESS TOE CLIPS,-1,3,$30.00,$1.00,$29.00,$32.77,$14.00,$15.00,51.72%
210000000268,4715910023761,,253662-01,jagscss,Product,JAG SPT SLK SS SHFT SHIM,2,193,$943.56,$6.40,$937.16,"$1,059.00",$265.44,$671.72,71.68%
210000000269,4715910019245,,253665-01,jagsh,Product,JAG LEX-SL SFT OUT 4MM BLK 50M,-3,12,$10.77,$0.00,$10.77,$12.17,$7.37,$3.40,31.53%
210000000272,58817205507,,254178-01,,Product,FIRST TOPCAT & STARNUT BLK,7,3,$16.99,$0.00,$16.99,$19.20,$7.50,$9.49,55.86%
210000000275,58817985799,,254694-08,,Product,"49N ADJ STEM,1 1/8,31.8,95,BLK",0,4,$140.99,$3.80,$137.19,$155.03,$71.00,$66.19,48.25%
210000000282,816411001563,,255348-02,,Product,"ACS MAINDRIVE FWHL 1/8"" 16T",0,9,$143.00,$0.00,$143.00,$161.59,$64.20,$78.80,55.10%
210000000291,4710944227659,,255400-03,,Product,SUNRACE MFR2A F/WHL 14-24 6SPD,1,14,$332.50,$0.00,$332.50,$375.73,$106.32,$226.18,68.02%
210000000294,,,255417-03,,Product,SUNRACE BBS15 SQ TAP BB 68X111,0,1,$25.00,$0.00,$25.00,$28.25,$7.50,$17.50,70%
210000000299,4710944252293,,255417-08,,Product,SUNRACE BBS15 SQ TAP BB 68X127,1,6,$120.00,$0.00,$120.00,$135.60,$46.50,$73.50,61.25%
210000000316,58817985942,,258452-01,,Product,"49N QUILL STEM,1"",25.4,80",0,1,$20.00,$0.00,$20.00,$22.60,$10.00,$10.00,50%
210000000317,58817985959,,258452-02,,Product,"49N QUILL STEM,1"",25.4,100",0,1,$20.00,$0.00,$20.00,$22.60,$10.00,$10.00,50%
210000000318,58817985966,,258452-03,,Product,"49N QUILL STEM,1 1/8,25.4,80",1,1,$20.00,$0.00,$20.00,$22.60,$10.00,$10.00,50%
210000000323,58817986109,,258470-01,,Product,"49N SEATPOST, 25.4, 400MM",1,9,$185.00,$0.00,$185.00,$209.05,$97.00,$88.00,47.57%
210000000328,710845610363,,,190118-02,Product,AVID FR-5 BRK LVR PAIR BLK/BLK,2,12,$340.45,$13.35,$327.10,$369.62,$160.56,$166.54,50.91%
210000000330,710845647048,,312322-01,,Product,SRAM X7 RDER 9S LONG CAGE GRY,0,1,$79.99,$0.00,$79.99,$90.39,$47.50,$32.49,40.62%
210000000331,710845673795,,312326-01,,Product,SRAM X5 RDER 9S LONG CAGE BLK,0,1,$61.99,$0.00,$61.99,$70.05,$40.00,$21.99,35.47%
210000000333,710845006531,,312454-01,,Product,SRAM 3.0 GRIPSHIFT 24SPD SET,9,1,$20.00,$0.00,$20.00,$22.60,$18.75,$1.25,6.25%
210000000334,710845006548,,312454-02,,Product,SRAM 3.0 GRIPSHIFT 21SPD SET,5,4,$115.97,$0.00,$115.97,$131.05,$75.00,$40.97,35.33%
210000000335,710845753343,,312696-01,,Product,SRAM PG-1130 11S CASS 11-26T,-1,3,$238.00,$0.00,$238.00,$268.94,$155.00,$83.00,34.87%
210000000336,710845753350,,312696-02,,Product,SRAM PG-1130 11S CASS 11-28T,0,2,$164.00,$0.00,$164.00,$185.32,$100.00,$64.00,39.02%
210000000340,710845644719,,312800-01,,Product,SRAM PC1091R HLLWPIN CHAIN 10S,0,1,$45.00,$0.00,$45.00,$50.85,$45.00,$0.00,0%
210000000341,710845644696,,312802-01,,Product,SRAM PC1071 HLLWPN CHN 10S 114,0,2,$110.00,$0.00,$110.00,$124.30,$70.00,$40.00,36.36%
210000000343,710845644672,,312804-01,,Product,SRAM PC1031 CHAIN 10SPD,4,4,$120.00,$0.00,$120.00,$135.60,$73.00,$47.00,39.17%
210000000345,710845504839,,312819-01,,Product,SRAM PC830 CHAIN 8SPD,0,49,"$1,220.00",$0.00,"$1,220.00","$1,378.60",$367.50,$852.50,69.88%
210000000346,710845771538,,315140-02,,Product,SRM GX-1000 GXP 11S 32 175 BLK,0,2,$272.00,$0.00,$272.00,$307.36,$200.00,$72.00,26.47%
210000000349,763477000293,,340572,,Product,PARK FOLDING HEX WRENCH AWS-10,0,9,$168.00,$10.60,$157.40,$177.86,$72.00,$85.40,54.26%
210000000350,763477101334,763477003751,,030029-01,Product,PARK SUPER PATCH KIT GP-2,45,45,$218.94,$10.50,$208.44,$235.54,$75.12,$133.32,63.96%
210000000358,768661118617,,406022,,Product,MTX TRUNK BAG EXP,-1,6,$705.71,$51.40,$654.31,$739.37,$382.50,$271.81,41.54%
210000000359,768661118600,,406023,,Product,MTX TRUNK BAG EX,0,4,$359.96,$9.00,$350.96,$396.59,$180.00,$170.96,48.71%
210000000363,,,,,Labour,SILVER TUNE UP,0,699,"$47,946.00",$0.00,"$47,946.00","$54,178.98",$60.00,"$47,886.00",99.87%
210000000364,,,Gold tune,,Labour,Bike Tune,0,449,"$39,956.11",$0.00,"$39,956.11","$45,150.40",$0.00,"$39,956.11",100%
210000000366,770612307476,,010799-05-700,,Product,"Evo, Corsair, 700x23C, Wire, Clincher, 30TPI, 100PSI, Black",3,6,$120.00,$0.00,$120.00,$135.60,$53.94,$66.06,55.05%
210000000368,770612276086,,030019-01,,Product,"Varia, Presta valve adapters, bottle of 50",156,117,$234.00,$0.00,$234.00,$264.42,$40.95,$193.05,82.50%
210000000369,183720000731,,030062-02,030062-02,Product,"Stan's No Tubes, Presta Valve, 44mm",0,6,$156.00,$0.00,$156.00,$176.28,$77.94,$78.06,50.04%
210000000382,,4715910023273,200093-01,,Product,"Jagwire, V-brake noodles, 83°, Bag of 10",-2,9,$45.00,$0.00,$45.00,$50.85,$12.69,$32.31,71.80%
210000000383,,4715910023266,200093-02,,Product,"Jagwire, V-brake noodles, 90°, Bag of 10",4,29,$145.00,$0.00,$145.00,$163.85,$43.79,$101.21,69.80%
210000000384,,4715910023259,200093-03,,Product,"Jagwire, V-brake noodles, 135°, Bag of 10",4,4,$20.00,$0.00,$20.00,$22.60,$5.64,$14.36,71.80%
210000000385,,4715910008621,200098-01,,Product,"Jagwire, Adjuster barrels (sleek style), M7, Silver",36,3,$15.00,$0.00,$15.00,$16.95,$1.83,$13.17,87.80%
210000000386,,4715910008669,200098-04,,Product,"Jagwire, Adjuster barrels, M10, Silver / Black, Bag of 10",15,2,$10.00,$0.00,$10.00,$11.30,$2.08,$7.92,79.20%
210000000387,,4715910028100,200748-01,,Product,"Jagwire, V-Brake Boot",49,3,$22.50,$0.00,$22.50,$25.44,$9.00,$13.50,60%
210000000391,689228717992,,230493-01,,Product,"Shimano, ST-EF65, Shift/Brake lever combo, 3x7sp., 4 finger, Pair",0,3,$205.30,$13.60,$191.70,$216.62,$110.97,$80.73,42.11%
210000000393,,4715910038758,230514-04,,Product,"Jagwire, Pro Indexed, Inline adjusters",0,4,$80.00,$0.00,$80.00,$90.40,$35.96,$44.04,55.05%
210000000395,689228310865,,230520-02,,Product,"Shimano, Tourney Revoshift SL-RS45, Shift levers, 7 sp., Black, Pair",0,2,$64.00,$0.00,$64.00,$72.32,$31.98,$32.02,50.03%
210000000403,689228634169,,350686-01,,Product,"Shimano, FC-TY501, Crankset, 6/7/8 sp., 170mm, 24/34/42T, Riveted, Square, 47.5mm, Black",0,2,$80.00,$0.00,$80.00,$90.40,$36.98,$43.02,53.78%
210000000405,710845657108,,380014-04,,Product,"Sram, GXP Team, GXP bottom bracket, BSA, 83mm, 24/22mm, Steel, Black, 00.6415.045.060",1,1,$56.30,$0.00,$56.30,$63.62,$30.99,$25.31,44.96%
210000000409,689228926172,,380323-01,,Product,"Shimano, BB-RS500, Hollowtech II, BB Shell: 68mm, Axle: 24mm, Steel, Silver, EBBRS500B",0,1,$30.00,$0.00,$30.00,$33.90,$14.99,$15.01,50.03%
210000000411,689228925687,,380325-01,,Product,"Shimano, BB-RS500-PB, Press-fit, BB Shell: 86mm, Steel, Black, EBBRS500PB",4,6,$180.00,$6.00,$174.00,$196.62,$89.94,$84.06,48.31%
210000000417,725012028599,,650047-03,,Product,"Cat Eye, Velo Wireless + (Urban), Cyclocomputer, Black, Backlit",28,7,$525.00,$21.00,$504.00,$569.52,$264.24,$239.76,47.57%
210000000422,,4712805974160,760145-03,,Product,"Lezyne, Co² Cartridges, Threaded, 25g, box of 20 units",0,8,$67.70,$4.00,$63.70,$71.98,$30.80,$32.90,51.65%
210000000426,,4712805984886,760248-03,,Product,"Lezyne, Control Drive Co² inflator, 1x25g, Black",0,1,$2.00,$0.00,$2.00,$2.26,$25.99,-$23.99,-1199.50%
210000000427,657399000014,,840016-01,,Product,"Chamois Butt'R, tube, 8oz",1,2,$49.49,$0.00,$49.49,$55.92,$32.98,$16.51,33.36%
210000000428,657399000281,,840065-01,,Product,"Chamois Butt'R, Her, tube, 8oz",0,5,$148.49,$0.00,$148.49,$167.79,$82.45,$66.04,44.47%
210000000429,657399000151,,840092-01,,Product,"Chamois Butt'R, GoStik, Anti-Chafe Stick, 2.5oz",0,3,$69.99,$0.00,$69.99,$79.09,$41.97,$28.02,40.03%
210000000430,763477005007,,900035-01,,Product,"Park Tool, PPL-1, Polylube 1000, Grease, 4 oz. tube",10,5,$56.99,$0.00,$56.99,$64.40,$24.95,$32.04,56.22%
210000000431,763477005014,,900035-02,,Product,"Park Tool, PPL-2, Polylube 1000, Grease, 1 lb. tub",1,1,$11.99,$0.00,$11.99,$13.55,$11.99,$0.00,0%
210000000432,763477000071,,900041-01,,Product,"Park Tool, ASC-1, Anti-seize compound: 4 oz.",4,1,$16.00,$0.00,$16.00,$18.08,$7.19,$8.81,55.06%
210000000452,763477003454,,900393-01,,Product,"Park Tool, FR-3, Freewheel remover, Sun Tour 4 Notch since 1986",1,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
210000000458,763477000279,,900460-01,,Product,"Park Tool, AWS-8, 3-way Balldriver hex wrench, 4mm, 5mm and 6mm",0,3,$57.87,$0.00,$57.87,$65.40,$29.67,$28.20,48.73%
210000000462,763477006721,,900811-01,,Product,"Park Tool, SP-7, Side cutter pliers",4,0,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,
210000000466,,5037835870008,900931-02,,Product,"Muc-Off, C3 Wet Ceramic, Chain lubricant, 120ml",16,6,$168.99,$4.80,$164.19,$185.54,$95.94,$68.25,41.57%
210000000468,,5037835206005,900956-01,,Product,"Muc-Off, 5 Piece brush set",0,1,$57.00,$0.00,$57.00,$64.41,$36.99,$20.01,35.11%
210000000469,,5037835872002,900965-02,,Product,"Muc-Off, Ceramic Dry Lubricant, 120ml with UV Torch",0,16,$449.98,$4.80,$445.18,$503.06,$240.06,$205.12,46.08%
210000000475,,5037835895001,901151-01,,Product,"Muc-Off, Hydrodynamic Team Sky, Lube, 50ml",12,4,$98.00,$13.65,$84.35,$95.32,$77.96,$6.39,7.58%
210000000477,,5037835850000,901213-01,,Product,"Muc-Off, Wash, Protect & Lube, Maintenance Kit - Wet Lube",0,4,$200.00,$14.00,$186.00,$210.19,$103.96,$82.04,44.11%
210000000481,,5037835971002,901685-01,,Product,"Muc-Off, Matt Finish Detailer, 750ml",0,1,$40.00,$0.00,$40.00,$45.20,$19.99,$20.01,50.03%
210000000482,,5037835980004,901686-01,,Product,"Muc-Off, -50C, Lube, 50ml",19,2,$33.90,$0.00,$33.90,$38.31,$16.98,$16.92,49.91%
210000000511,768686096310,,BE-7088197,,Product,4FORTY MIPS MATTE/GLOSS BLACK S,0,1,$180.00,$0.00,$180.00,$203.40,$65.00,$115.00,63.89%
210000000516,768686663208,,BE-7067510,,Product,HUB MAT BLACK S,0,1,$99.99,$0.00,$99.99,$112.99,$50.00,$49.99,49.99%
210000000519,768686663239,,BE-7067519,,Product,HUB MAT GUNMETAL S,-1,1,$99.99,$25.00,$74.99,$84.74,$50.00,$24.99,33.32%
210000000530,768686011610,,BL-7081341,,Product,LOCAL DELUXE RACK ASSEMBLED,0,2,$119.98,$0.00,$119.98,$135.58,$60.00,$59.98,49.99%
210000000543,886798008448,,C-1300801062,,Product,PODIUM CHILL 21OZ POPPY,0,1,$19.99,$0.00,$19.99,$22.59,$10.00,$9.99,49.97%
210000000550,768686597121,,GH-7059108,,Product,STRATEDURE BLACK M,0,2,$107.00,$11.40,$95.60,$108.03,$54.72,$40.88,42.76%
210000000551,768686597138,,GH-7059109,,Product,STRATEDURE BLACK L,0,4,$234.00,$13.50,$220.50,$249.17,$104.72,$115.78,52.51%
210000000552,768686597145,,GH-7059110,,Product,STRATEDURE BLACK XL,0,4,$204.36,$11.40,$192.96,$218.05,$109.44,$83.52,43.28%
210000000553,768686597152,,GH-7059111,,Product,STRATEDURE BLACK XXL,0,2,$87.36,$12.00,$75.36,$85.16,$54.72,$20.64,27.39%
210000000559,768686081385,,GH-7085655,,Product,BRAVO GEL LF BLACK M,0,1,$44.99,$0.00,$44.99,$50.84,$22.50,$22.49,49.99%
210000000571,768686682353,,GH-7068670,,Product,XEN BLACK XXL,0,1,$54.99,$0.00,$54.99,$62.14,$27.50,$27.49,49.99%
210000000573,768686022463,,GH-7075916,,Product,DND BLACK s,-1,5,$200.00,$0.00,$200.00,$226.00,$95.90,$104.10,52.05%
210000000574,768686022487,,GH-7075918,,Product,DND BLACK L,0,2,$80.00,$4.20,$75.80,$85.65,$35.00,$40.80,53.83%
210000000576,768686022500,,GH-7075920,,Product,DND BLACK XXL,0,2,$74.99,$0.00,$74.99,$84.74,$35.00,$39.99,53.33%
210000000577,768686022517,,GH-7075921,,Product,DND BLACK XXXL,0,1,$34.99,$0.00,$34.99,$39.54,$17.50,$17.49,49.99%
210000000579,768686640209,,GH-7063942,,Product,THERMAL LEG WARMER BLACK XL,0,1,$139.99,$35.00,$104.99,$118.64,$70.00,$34.99,33.33%
210000000584,768686744556,,GR-7079452,,Product,CHRONICLE MIPS MAT BLACK/GLS BLACK S,-1,1,$139.99,$0.00,$139.99,$158.19,$70.00,$69.99,50%
210000000599,768686072185,,GR-7089182,,Product,REGISTER MAT WHITE,0,2,$160.00,$0.00,$160.00,$180.80,$60.00,$100.00,62.50%
210000000600,768686072505,,GR-7089236,,Product,BRONTE MIPS MAT BLACK XL,0,2,$150.00,$0.00,$150.00,$169.50,$90.00,$60.00,40%
