"System ID","UPC","EAN","Custom SKU","Manufact. SKU","Description","Stock","Sold","Subtotal","Discounts","Subtotal w/ Discounts","Total","Cost","Profit","Margin"
"210000002770","058817462559","","160021-15","","49N STD 27.5 x 1.95-2.4"" P/V48","0","1","$9.00","$0.00","$9.00","$10.17","$4.50","$4.50","50%"
"210000000125","","","","","Install Tube","0","1","$10.00","$0.00","$10.00","$11.30","$0.00","$10.00","100%"
"210000002705","","","BL-7079150","","PISTON 4 FLOOR PUMP METALLIC SILVER","1","2","$150.00","$0.00","$150.00","$169.50","$100.00","$50.00","33.33%"
"210000002215","","","spoke","","spoke","0","2","$4.00","$0.00","$4.00","$4.52","$1.00","$3.00","75%"
"210000000131","","","","","True Rear Wheel","0","1","$30.00","$0.00","$30.00","$33.90","$0.00","$30.00","100%"
"210000003318","4019238007824","","","CT-1024125","GRAND PRIX 5000 700 X 25 BLK BLKCHILI","0","2","$200.00","$30.00","$170.00","$192.10","$120.00","$50.00","29.41%"
"210000000104","","","","","Adjust Front Derailleur","0","1","$15.00","$0.00","$15.00","$16.95","$0.00","$15.00","100%"
"210000000101","","","","","Hanger True","0","1","$15.00","$0.00","$15.00","$16.95","$0.00","$15.00","100%"
"210000003302","","","840392-01","","Chamois Butt'R, Chamois Butt'r Coconut, 8oz","0","2","$66.00","$4.95","$61.05","$68.99","$27.98","$33.07","54.17%"
"210000000690","","","","","Warranty Tune","0","1","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00",""
"210000000229","4715910000786","","250186-01","jagbcssmtn","JAG MTN SPRT SLK SS BRK 100PCS","-7","2","$10.00","$0.00","$10.00","$11.30","$3.20","$6.80","68%"
"210000003399","768686682858","","","","STRATEDURE BLACK/BRIGHT RED M","0","1","$57.00","$0.00","$57.00","$64.41","$28.50","$28.50","50%"
"210000001655","","","CT-1412721","","CONTACT PLUS 700 X 28WIRE REFLEX","0","1","$40.00","$0.00","$40.00","$45.20","$21.00","$19.00","47.5%"
